Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year
90,Macedonia,Central and Eastern Europe,"51,598","608,698","76,454",68,"59,172","32,618","95,387",2020
91,Ghana,Sub-Saharan Africa,"5,148","374,746","62,444",57,"68,846","45,856","8,939",2020
92,Nepal,South Asia,"51,372","288,968","7,113",64,"69,325","52,819","76,086",2020
93,Turkey,Middle East and North Africa,"51,318","733,511","77,357",67,"36,696","15,073","77,308",2020
94,China,East Asia,"51,239","644,595","73,152",69,"86,778","13,868","78,008",2020
95,Turkmenistan,Commonwealth of Independent States,"51,191","656,588","97,603",62,"7,432","56,708","93,716",2020
96,Bulgaria,Central and Eastern Europe,"51,015","681,051","94,379",67,"60,268","18,222",1,2020
97,Morocco,Middle East and North Africa,"50,948","493,677","41,692",66,"64,918","7,026","85,486",2020
98,Cameroon,Sub-Saharan Africa,"50,849","327,953","58,138",53,"63,358","34,752","89,798",2020
99,Venezuela,Latin America and Caribbean,"50,532","501,237","8,714",67,"39,194",153,"88,067",2020
100,Argelia,Middle East and North Africa,"50,051","614,219","73,858",66,"12,108","20,869","75,769",2020
101,Senegal,Sub-Saharan Africa,"49,808","328,021","61,683",60,"50,832","28,851","84,645",2020
102,Guinea,Sub-Saharan Africa,"49,493","2,538","48,551",54,"53,641","43,785","78,955",2020
103,Niger,Sub-Saharan Africa,"49,096","70,497","45,478",54,"62,791","36,534",742,2020
104,Laos,East Asia,"48,886","465,091","63,803",59,"88,281","47,852","63,562",2020
105,Albania,Central and Eastern Europe,"48,827","590,009","53,664",69,"66,633","30,015","95,243",2020
106,Cambodia,Southeast Asia,"48,484","354,424","69,233",62,"97,356","40,951","86,339",2020
107,Bangladesh,South Asia,"48,328","361,922","5,614",65,"87,142","31,018","66,851",2020
108,Gabon,Sub-Saharan Africa,"48,293","642,975","71,493",60,"53,292","9,128","89,533",2020
109,South Africa,Sub-Saharan Africa,"48,141","587,073","81,359",57,"62,715","22,184","8,884",2020
110,Iraq,Middle East and North Africa,"47,848","639,054","65,358",60,"40,906","26,851","86,277",2020
111,Lebanon,Middle East and North Africa,"47,715","578,673","77,056",67,"2,676","2,782","95,964",2020
112,Burkina Faso,Sub-Saharan Africa,"47,687","196,832","60,055",54,"46,504","32,711","76,291",2020
113,Gambia,Sub-Saharan Africa,"47,506","167,238","57,037",55,"58,191","74,759","70,348",2020
114,Mali,Sub-Saharan Africa,"47,293","229,367","62,882",52,"54,457","29,776","88,344",2020
115,Nigeria,Sub-Saharan Africa,"47,241","420,324","63,759",50,"62,758","38,842","91,074",2020
116,Armenia,Commonwealth of Independent States,"46,768","525,981","66,852",67,"54,535","18,818","80,378",2020
117,Georgia,Commonwealth of Independent States,"46,726","551,319","47,248",64,"7,003","8,355","67,348",2020
118,Iran,Middle East and North Africa,"46,724","669,837","57,269",66,"43,446","48,609","73,244",2020
119,Jordan,Middle East and North Africa,"46,334","510,959","73,672",67,"61,283","16,057","71,514",2020
120,Mozambique,Sub-Saharan Africa,"46,236","116,317","61,723",54,"80,888","38,683","69,416",2020
121,Kenya,Sub-Saharan Africa,"4,583","310,029","58,484",60,"74,889","69,128","87,396",2020
122,Namibia,Sub-Saharan Africa,"45,711","546,688","80,497",57,"64,131","13,417","89,812",2020
123,Ukraine,Commonwealth of Independent States,"45,607","507,872","8,538",65,"46,075","31,335","9,819",2020
124,Liberia,Sub-Saharan Africa,"45,579","113,298","59,496",56,"58,555","39,832","90,408",2020
125,Palestinian Territories,Middle East and North Africa,"45,528","382,526","77,202",62,"43,086","16,113","86,512",2020
126,Uganda,Sub-Saharan Africa,"4,432","203,255","67,999",56,"5,794","46,473","8,803",2020
127,Chad,Sub-Saharan Africa,"44,227","196,715","4,776",48,"32,974","36,995","83,916",2020
128,Tunisia,Middle East and North Africa,"43,922","569,243","56,357",67,"34,021","9,807","91,766",2020
129,Mauritania,Middle East and North Africa,"43,746","351,203","7,194",57,"26,788","22,621","77,069",2020
130,Sri Lanka,South Asia,"4,327","58,437","77,214",67,"76,252","44,342","90,726",2020
131,Congo (Kinshasa),Sub-Saharan Africa,"4,311","40,664","5,383",53,"52,595","44,633","8,472",2020
132,Swaziland,Sub-Saharan Africa,"43,081","538,526","68,807",51,"43,264","11,805","72,473",2020
133,Myanmar,Southeast Asia,"4,308","441,271","70,962",59,"86,183",1,"64,827",2020
134,Comoros,Sub-Saharan Africa,"42,886","270,467","46,734",57,"26,112","45,372","81,235",2020
135,Togo,Sub-Saharan Africa,"41,872","174,478","35,386",55,"43,784","35,235","78,463",2020
136,Ethiopia,Sub-Saharan Africa,"41,862","20,507","64,689",59,"5,951","3,996","77,973",2020
137,Madagascar,Sub-Saharan Africa,"41,656","159,144","53,225",59,"27,834","33,553","85,699",2020
138,Egypt,Middle East and North Africa,"41,514","56,956","63,489",62,"53,902","12,074","82,095",2020
139,Sierra Leone,Sub-Saharan Africa,"39,264","156,546","48,333",51,"55,105","45,216","91,008",2020
140,Burundi,Sub-Saharan Africa,"37,753",0,"26,078",53,"39,725","32,888","60,202",2020
141,Zambia,Sub-Saharan Africa,"37,594","349,347",579,55,"7,087","43,983","83,738",2020
142,Haiti,Latin America and Caribbean,"37,208","185,292","41,786",56,"2,442","81,414","69,627",2020
143,Lesotho,Sub-Saharan Africa,"36,528","296,054","70,365",48,"59,049","18,011","90,531",2020
144,India,South Asia,"35,733","475,426","41,627",60,"83,826","41,605","80,196",2020
145,Malawi,Sub-Saharan Africa,"3,538","114,881","34,271",58,"70,303","37,413","75,311",2020
146,Yemen,Middle East and North Africa,"35,274","255,553","76,086",57,"35,155","16,618","83,616",2020
147,Botswana,Sub-Saharan Africa,"34,789","64,916","70,155",59,"73,433","5,863","80,909",2020
148,Tanzania,Sub-Saharan Africa,"34,762","297,501","5,639",57,"7,347","47,654","6,176",2020
149,Central African Republic,Sub-Saharan Africa,"34,759","26,728",0,45,"42,237","44,491","94,699",2020
150,Rwanda,Sub-Saharan Africa,"33,123","223,367","33,787",61,"87,136","41,365","8,932",2020
151,Zimbabwe,Sub-Saharan Africa,"32,992","276,938","67,709",56,"54,438","26,561","84,821",2020
152,South Sudan,Sub-Saharan Africa,"28,166","188,122","35,751",51,"9,464","36,843","79,151",2020
153,Afghanistan,South Asia,"25,669","195,686","23,032",53,0,"23,733","9,977",2020
149,Afghanistan,South Asia,"25,229","211,402",0,52,0,"22,474","9,825",2021
93,Albania,Central and Eastern Europe,"51,174","57,574","45,126",69,"68,576","31,123","95,529",2021
109,Argelia,Sub-Saharan Africa,"48,871","540,196","65,216",66,"1,665","26,656","78,135",2021
57,Argentina,Latin America and Caribbean,"59,293","663,769","83,585",69,"75,926","1,283","87,708",2021
86,Armenia,Commonwealth of Independent States,"52,826","569,131","64,658",67,"7,539","14,524","63,853",2021
11,Australia,North America and ANZ,"71,835","83,019","91,777",74,"90,401","53,836","42,027",2021
10,Austria,Western Europe,"72,678","852,282","90,629",73,"89,388","3,974","46,586",2021
90,Azerbaijan,Commonwealth of Independent States,"51,708","585,365","71,746",66,"73,492","7,907","49,513",2021
22,Bahrain,Middle East and North Africa,"66,469","804,848","76,689",69,"92,328","4,547","74,649",2021
101,Bangladesh,South Asia,"50,246","362,965","44,354",65,"84,173","29,746","69,948",2021
75,Belarus,Commonwealth of Independent States,"55,335","642,137","85,914",66,"45,531","12,996","63,534",2021
20,Belgium,Western Europe,"6,834","835,672","85,124",72,"6,825","16,245","65,738",2021
99,Benin,Sub-Saharan Africa,"50,452","289,676","4,981",55,"63,859","30,655","67,503",2021
69,Bolivia,Latin America and Caribbean,"57,159","480,988","66,687",64,"83,771","25,411","88,297",2021
64,Bosnia and Herzegovina,Central and Eastern Europe,"58,131","589,613","7,837",68,"55,168","48,291","99,052",2021
146,Botswana,Sub-Saharan Africa,"34,665","627,831","61,801",59,"75,231","5,061","8,382",2021
35,Brazil,Latin America and Caribbean,"63,301","587,077","80,524",67,"71,835","26,166","78,662",2021
88,Bulgaria,Central and Eastern Europe,"52,655","674,535","89,975",67,"69,022",231,"99,157",2021
113,Burkina Faso,Sub-Saharan Africa,"48,338","208,086","40,293",54,"53,165","33,691","77,674",2021
140,Burundi,Sub-Saharan Africa,"37,753",0,"5,329",53,"41,572","31,852","6,123",2021
114,Cambodia,Southeast Asia,"48,304","344,236","58,036",62,"98,037","38,822","88,816",2021
91,Cameroon,Sub-Saharan Africa,"51,418","310,058","47,471",54,"59,393","3,782","89,303",2021
14,Canada,North America and ANZ,"71,033","826,303","89,088",74,"90,575","45,492","38,807",2021
128,Chad,Sub-Saharan Africa,"43,554","145,411","30,116",48,"33,461","39,712","84,554",2021
43,Chile,Latin America and Caribbean,"61,719","68,561","80,658",70,"61,143","29,391","87,288",2021
84,China,East Asia,"53,391","606,207","66,924",70,"8,881","17,144","78,545",2021
52,Colombia,Latin America and Caribbean,"60,124","583,025","73,847",68,"77,371","18,483","88,515",2021
131,Comoros,Sub-Saharan Africa,"42,886","27,846","31,338",57,"2,819","4,456","81,488",2021
83,Congo (Brazzaville),Sub-Saharan Africa,"53,417","295,714","33,417",58,"53,194","26,589","77,295",2021
16,Costa Rica,Latin America and Caribbean,"70,694","647,464","82,391",71,"93,933","19,487","84,769",2021
60,Croatia,Central and Eastern Europe,"58,817","714,768","88,595",71,"63,212","20,546",1,2021
39,Cyprus,Western Europe,"62,235","786,375","65,284",74,"64,801","32,932",889,2021
18,Czech Republic,Central and Eastern Europe,"69,647","782,406","92,998",71,"81,013","9,619","91,653",2021
2,Denmark,Western Europe,"76,195","857,642","94,517",73,"95,837","38,358","11,299",2021
73,Dominican Republic,Latin America and Caribbean,"55,451","631,987","75,007",66,"81,207","18,665","73,737",2021
66,Ecuador,Latin America and Caribbean,"5,764","534,315","68,785",69,"78,255","19,824","88,705",2021
132,Egypt,Middle East and North Africa,"42,827","545,037","55,191",62,"62,343","1,278","83,139",2021
49,El Salvador,Latin America and Caribbean,"60,605","482,622","57,554",66,"85,967","2,144","70,717",2021
40,Estonia,Western Europe,"61,888","767,446","92,027",69,"89,562","21,931","51,866",2021
133,Ethiopia,Sub-Saharan Africa,"42,747","211,179","57,905",59,"62,947","44,613","79,145",2021
1,Finland,Western Europe,"78,421","826,118","94,362",72,"96,454","22,947","12,117",2021
21,France,Western Europe,"66,899","811,889","92,199",74,748,"1,707","57,009",2021
112,Gabon,Sub-Saharan Africa,"48,518","592,207","60,308",60,"59,282","10,642","88,363",2021
98,Gambia,Sub-Saharan Africa,"5,051","209,648","4,363",55,"53,587","85,851","77,446",2021
108,Georgia,Commonwealth of Independent States,"48,914","588,527","40,074",64,"68,128","5,991","66,835",2021
13,Germany,Western Europe,"71,545","845,544","84,669",73,"83,861","36,012","44,109",2021
95,Ghana,Sub-Saharan Africa,"50,884","388,112","50,767",58,"72,191","49,597","89,369",2021
68,Greece,Middle East and North Africa,"57,226","727,059","69,218",73,"33,994",0,"86,448",2021
30,Guatemala,Latin America and Caribbean,"64,345","482,532","67,397",65,"89,069","30,198","8,087",2021
102,Guinea,Sub-Saharan Africa,"49,843","239,946","33,995",55,"53,616","46,141","79,789",2021
143,Haiti,Latin America and Caribbean,"36,149","167,985","1,478",56,"35,964","85,533","7,454",2021
59,Honduras,Latin America and Caribbean,"59,192","401,677","67,134",67,"80,778","4,449","84,769",2021
77,Hong Kong S.A.R. of China,East Asia,"54,767","87,104","71,719",77,"56,946","42,846","37,404",2021
53,Hungary,Central and Eastern Europe,"59,916","742,912","92,415",68,"63,424","1,229","92,633",2021
4,Iceland,Western Europe,"75,539","846,586",1,73,"97,449","54,046","6,892",2021
139,India,South Asia,"38,189","423,021","26,976",61,"86,913","45,496","80,681",2021
82,Indonesia,Southeast Asia,"53,445","544,669","67,036",62,"83,471",1,"91,599",2021
118,Iran,Middle East and North Africa,"47,212","588,487","47,556",66,"38,368","61,061","7,374",2021
111,Iraq,Middle East and North Africa,"48,541","519,779","54,407",61,"42,152","28,332","9,252",2021
15,Ireland,Western Europe,"70,853","939,281","93,137",72,"84,572","44,033","32,797",2021
12,Israel,Middle East and North Africa,"71,571","78,612",916,74,"7,109","38,427","78,279",2021
28,Italy,Western Europe,"64,831","795,726","80,209",74,"52,885","24,578","91,415",2021
85,Ivory Coast,Sub-Saharan Africa,"5,306","382,295","34,881",50,"61,136","32,742","83,103",2021
37,Jamaica,Latin America and Caribbean,"63,092","509,031","79,545",68,"8,631","18,242","93,593",2021
56,Japan,East Asia,"59,405","793,438","80,975",75,"70,362","3,611","6,484",2021
127,Jordan,Middle East and North Africa,"43,946","508,214","58,467",67,"63,484","14,627","72,628",2021
45,Kazakhstan,Commonwealth of Independent States,"61,518","70,231","94,075",65,"80,011","2,636","75,943",2021
121,Kenya,Sub-Saharan Africa,"46,066","344,317","43,331",61,"67,438","69,304","86,716",2021
33,Kosovo,Central and Eastern Europe,"6,372","535,379","68,871",64,"82,807","65,755","97,451",2021
47,Kuwait,Middle East and North Africa,"61,061","834,399","73,065",67,"82,487","22,176","76,311",2021
67,Kyrgyzstan,Commonwealth of Independent States,"57,436","379,776","82,789",64,"9,395","49,109","96,314",2021
100,Laos,East Asia,"5,03","461,369","51,001",59,"89,789","49,571","67,209",2021
51,Latvia,Western Europe,"6,032","73,424","89,346",67,"56,563","15,203","83,724",2021
123,Lebanon,Middle East and North Africa,"45,838","596,729","74,031",67,"24,384","25,875","95,192",2021
145,Lesotho,Sub-Saharan Africa,"35,118","257,512","6,232",49,"56,631","18,997","97,205",2021
120,Liberia,Sub-Saharan Africa,"46,252","130,184","49,489",56,"60,083","40,784","89,568",2021
80,Libya,Middle East and North Africa,"54,103","596,054","70,026",62,"66,168","24,287","6,819",2021
38,Lithuania,Western Europe,"62,554","770,947","90,851",68,"66,529","10,301","86,737",2021
8,Luxembourg,Western Europe,"73,244",10,"85,558",73,"89,301","30,684","3,551",2021
135,Madagascar,Sub-Saharan Africa,"42,085","151,864","42,883",59,"28,964","3,411","84,115",2021
144,Malawi,Sub-Saharan Africa,"3,6","64,296","14,298",58,"67,635","39,358","75,475",2021
81,Malaysia,Southeast Asia,"53,843","71,895","68,016",67,"87,168","49,831","88,332",2021
89,Maldives,East Asia,"51,976","636,701","8,659",71,"80,256","37,622","86,623",2021
117,Mali,Sub-Saharan Africa,"47,235","221,162","50,325",52,"53,624","30,388","86,888",2021
23,Malta,Western Europe,"6,602","805,856","90,005",72,"92,705","50,717","66,601",2021
134,Mauritania,Middle East and North Africa,"42,274","380,442","63,873",57,"30,503","21,905","7,569",2021
50,Mauritius,Sub-Saharan Africa,"6,049","673,044","84,964",67,"82,459","28,208","82,469",2021
36,Mexico,Latin America and Caribbean,"63,168","643,272","70,778",69,"81,706","17,035","83,641",2021
65,Moldova,Central and Eastern Europe,"57,664","562,459","75,754",66,"74,839","25,247","97,536",2021
70,Mongolia,East Asia,"56,772","551,731","9,082",63,"55,385","48,652","90,335",2021
72,Montenegro,Central and Eastern Europe,"55,805","659,448","76,034",69,"55,432","30,606","85,181",2021
106,Morocco,Middle East and North Africa,"4,918","452,474","18,719",66,"66,589","6,321","83,919",2021
115,Mozambique,Sub-Saharan Africa,"47,945","104,394","54,046",55,"84,989","42,057","70,266",2021
126,Myanmar,Southeast Asia,"44,258","380,272","60,797",59,"83,938","96,061","67,365",2021
124,Namibia,Sub-Saharan Africa,"45,741","503,915","6,832",57,"57,369","16,775","89,195",2021
87,Nepal,South Asia,"52,689","296,276","59,919",64,"68,106","53,051","75,292",2021
5,Netherlands,Western Europe,"7,464","85,737","92,056",72,"9,031","5,587","29,856",2021
9,New Zealand,North America and ANZ,"72,766","79,968","93,314",73,"92,938","50,911","18,624",2021
55,Nicaragua,Latin America and Caribbean,"59,721","396,098","77,138",68,"77,172","37,092","67,838",2021
96,Niger,Sub-Saharan Africa,"50,741","92,251","34,312",54,"72,126","36,953","71,215",2021
116,Nigeria,Sub-Saharan Africa,"47,593","378,638","53,327",50,"60,448","39,237","92,894",2021
94,North Macedonia,Central and Eastern Europe,"51,012","610,203","65,815",65,"62,789","3,925","96,015",2021
6,Norway,Western Europe,"73,925","881,579","94,524",73,"98,208","4,599","21,935",2021
105,Pakistan,South Asia,"4,934","363,774","36,125",59,"58,436","46,489","82,229",2021
125,Palestinian Territories,Middle East and North Africa,"45,167","369,013","69,828",62,"46,105","15,142","86,234",2021
41,Panama,Latin America and Caribbean,"61,796","7,413","83,269",70,"83,302","14,688","90,243",2021
71,Paraguay,Latin America and Caribbean,"56,526","561,302","82,782",66,"84,076","38,118","93,275",2021
63,Peru,Latin America and Caribbean,"58,396","563,345","71,048",68,"74,818","16,156","94,377",2021
61,Philippines,Southeast Asia,"58,802","486,958","70,594",62,"9,097","23,058","76,956",2021
44,Poland,Central and Eastern Europe,"61,661","747,651","83,732",70,"77,988","14,859","76,207",2021
58,Portugal,Western Europe,"5,929","755,476","80,111",73,"86,673","5,274","93,933",2021
46,Romania,Central and Eastern Europe,"6,14","728,045","70,976",67,"7,874","8,279","99,875",2021
76,Russia,Commonwealth of Independent States,"54,772","70,909","84,612",65,"57,157","21,297","88,952",2021
147,Rwanda,Sub-Saharan Africa,"34,147","207,692","17,247",61,"8,753","42,024","9,895",2021
26,Saudi Arabia,Middle East and North Africa,"6,494","819,593","82,245",67,"84,216","16,719","70,219",2021
92,Senegal,Sub-Saharan Africa,"51,318","295,906","47,591",60,"53,276","29,185","83,836",2021
48,Serbia,Central and Eastern Europe,"60,779","628,846","78,804",69,"67,271","34,994","87,865",2021
138,Sierra Leone,Sub-Saharan Africa,"38,494","159,352","3,217",52,"57,009","44,853","9,149",2021
32,Singapore,Southeast Asia,"63,765","96,836","86,924",77,"92,703","32,509",0,2021
34,Slovakia,Central and Eastern Europe,"63,309","745,049","90,955",69,"65,371","19,812","96,723",2021
29,Slovenia,Central and Eastern Europe,"64,607","777,061","93,279",71,"96,345","22,595","84,504",2021
103,South Africa,Sub-Saharan Africa,"49,564","552,209","76,313",57,"62,482","26,655","90,697",2021
62,South Korea,East Asia,"58,455","801,277","64,663",74,"49,333","24,698","75,243",2021
27,Spain,Western Europe,"64,907","78,534","9,013",75,"64,519","2,495","77,365",2021
129,Sri Lanka,South Asia,"4,325","565,743","69,937",67,"78,129","44,231","91,105",2021
130,Swaziland,Sub-Saharan Africa,"43,081","484,883","59,133",51,"45,051","12,449","73,048",2021
7,Sweden,Western Europe,"73,627","844,436","90,558",73,"95,662","45,121","18,137",2021
3,Switzerland,Western Europe,"75,715","894,398","92,083",74,"91,274","37,698","24,463",2021
24,Taiwan Province of China,East Asia,"65,844","845,234","8,373",70,"68,427","26,233","74,572",2021
78,Tajikistan,Commonwealth of Independent States,"54,662","290,437","76,318",64,"76,524","28,008","54,898",2021
142,Tanzania,Sub-Saharan Africa,"36,232","247,494","46,023",58,"76,717","56,804","57,737",2021
54,Thailand,Southeast Asia,"59,847","63,245","81,664",67,"85,368","69,367","94,871",2021
136,Togo,Sub-Saharan Africa,"41,068","145,093","2,043",55,"40,389","38,529","80,512",2021
122,Tunisia,Middle East and North Africa,"45,965","524,916","43,891",67,"46,594","10,556","91,908",2021
104,Turkey,Middle East and North Africa,"49,476","719,412","69,028",67,"32,981","17,921","80,903",2021
97,Turkmenistan,Commonwealth of Independent States,"50,664","597,458","99,988",62,"84,118","67,612","94,017",2021
119,Uganda,Sub-Saharan Africa,"46,365","207,955","61,212",56,"55,589","49,394","90,151",2021
110,Ukraine,Commonwealth of Independent States,"48,748","558,894","81,739",65,"58,244",334,"98,189",2021
25,United Arab Emirates,Middle East and North Africa,"65,605","887,917","73,373",67,"93,587","43,648","59,155",2021
17,United Kingdom,Western Europe,"70,636","812,537","90,592",73,"81,058","62,862","44,029",2021
19,United States,North America and ANZ,"69,515","875,594","87,876",68,"77,367","46,594","71,859",2021
31,Uruguay,Latin America and Caribbean,"64,314","66,456","88,861",69,"87,359","23,615","59,205",2021
42,Uzbekistan,Commonwealth of Independent States,"61,788","439,232","8,761",65,1,"72,177","50,518",2021
107,Venezuela,Latin America and Caribbean,"48,922","486,463","76,552",67,"39,707","1,439","86,857",2021
79,Vietnam,Southeast Asia,"54,108","466,518","74,449",68,"9,481","22,965","8,333",2021
141,Yemen,Middle East and North Africa,"36,579","1,882","70,904",57,"3,746","17,047","83,781",2021
137,Zambia,Sub-Saharan Africa,"40,734","301,348","47,069",56,"68,009","42,024","86,481",2021
148,Zimbabwe,Sub-Saharan Africa,"31,448","260,868","55,324",56,"50,129","29,023","86,197",2021
146,Afghanistan,South Asia,"24,038","343,077",0,65,0,"18,993",832,2022
90,Albania,Central and Eastern Europe,"51,988","651,098","48,923",78,"69,039","29,574","4,836",2022
96,Argelia,Sub-Saharan Africa,"51,223","616,812","73,461",76,"19,727","22,752","25,535",2022
57,Argentina,Latin America and Caribbean,"5,967","720,403","83,488",76,"75,047","17,207","14,472",2022
82,Armenia,Commonwealth of Independent States,"53,986","649,102","62,118",76,"75,348","11,645","35,769",2022
12,Australia,North America and ANZ,"71,621","859,913","91,171",80,"91,414","55,053","58,117",2022
11,Austria,Western Europe,"7,163","874,141","88,283",80,"84,156","41,306","56,086",2022
92,Azerbaijan,Commonwealth of Independent States,"51,734","6,599","82,811",73,"81,198","5,007","58,051",2022
21,Bahrain,Middle East and North Africa,"66,469","839,134","77,954",75,"93,632","42,584","26,344",2022
94,Bangladesh,South Asia,"51,555","479,885","46,496",74,"84,087",267,"31,816",2022
65,Belarus,Commonwealth of Independent States,"58,215","706,956","87,623",75,"46,192","8,452","48,057",2022
19,Belgium,Western Europe,"6,805","863,249","83,805",79,"66,475","10,548","34,685",2022
115,Benin,Sub-Saharan Africa,"46,232","421,715","4,829",66,"64,703","27,082","39,135",2022
71,Bolivia,Latin America and Caribbean,"56,003","568,393","66,661",73,"84,706","23,856","10,937",2022
67,Bosnia and Herzegovina,Central and Eastern Europe,"5,768","664,551","80,916",76,"60,556","52,131",938,2022
142,Botswana,Sub-Saharan Africa,"34,711","680,091","61,782",65,"77,206","2,663","1,738",2022
38,Brazil,Latin America and Caribbean,"62,928","661,668","79,111",75,"73,827","28,005","22,882",2022
85,Bulgaria,Central and Eastern Europe,"53,709","735,471","88,104",76,"76,056","26,345","3,616",2022
113,Burkina Faso,Sub-Saharan Africa,"46,705","352,631",428,66,"51,635","39,847","21,393",2022
114,Cambodia,Southeast Asia,"46,403","461,278","55,466",71,1,"35,465","11,574",2022
102,Cameroon,Sub-Saharan Africa,"50,476","438,139","5,089",66,"53,663","32,437","12,537",2022
15,Canada,North America and ANZ,"70,251","853,832","89,988",80,"89,034","46,367","62,745",2022
130,Chad,Sub-Saharan Africa,"42,508","299,429","38,358",63,"24,362","38,808","13,112",2022
44,Chile,Latin America and Caribbean,"61,718","747,425","81,804",79,"62,162","2,643","11,689",2022
72,China,East Asia,"55,853","682,742","72,609",77,"88,709","21,219","24,242",2022
66,Colombia,Latin America and Caribbean,"57,806","657,073","70,354",78,"73,647","18,617","13,074",2022
116,Comoros,Sub-Saharan Africa,"46,086","407,074","36,074",69,"2,504","41,567","21,357",2022
99,Congo,Sub-Saharan Africa,"50,752","430,155","30,696",67,"58,221","27,791","24,819",2022
23,Costa Rica,Latin America and Caribbean,"6,582","717,062","79,887",79,"89,372","19,015","17,451",2022
47,Croatia,Central and Eastern Europe,"61,252","771,867","89,648",78,"72,241","23,325",0,2022
41,Cyprus,Sub-Saharan Africa,"62,209","821,521","68,892",81,"60,557","26,356","10,528",2022
18,Czechia,Central and Eastern Europe,"69,198","821,499","95,467",78,"89,237","33,864","8,215",2022
2,Denmark,Western Europe,"76,362","883,769","94,149",80,"97,146","40,097","9,067",2022
69,Dominican Republic,Latin America and Caribbean,"57,372","695,908","75,982",74,"81,898","17,961","30,446",2022
76,Ecuador,Latin America and Caribbean,"55,333","611,796","66,607",78,"7,631","17,165","14,163",2022
129,Egypt,Middle East and North Africa,"42,877","628,287","55,484",73,"63,373","8,688","43,349",2022
49,El Salvador,Latin America and Caribbean,"6,12","572,506","58,176",75,"89,984","18,951","36,099",2022
36,Estonia,Western Europe,"63,408","811,754","93,364",78,"93,145","26,272","56,726",2022
125,Eswatini,Sub-Saharan Africa,"43,961","576,459","59,569",62,"35,032","8,044","26,259",2022
131,Ethiopia,Sub-Saharan Africa,"42,415","356,684","61,291",70,"63,841","43,725","23,146",2022
1,Finland,Western Europe,"7,821","856,175","95,317",80,"99,399","23,237","90,939",2022
20,France,Western Europe,"66,867","843,077","92,324",81,"76,644","14,938","45,266",2022
106,Gabon,Sub-Saharan Africa,"49,583","660,452","5,589",68,"46,375","6,897","16,805",2022
93,Gambia,Sub-Saharan Africa,"51,636","355,224","47,015",67,"49,644","82,926","17,472",2022
105,Georgia,Commonwealth of Independent States,"49,732","664,092","46,345",74,"68,636",0,"35,489",2022
14,Germany,Western Europe,"70,341","870,708","82,395",80,"79,064","34,739","60,939",2022
111,Ghana,Sub-Saharan Africa,"4,872","503,084","45,075",68,"67,498","49,054","9,471",2022
58,Greece,Middle East and North Africa,"59,482","770,827","74,276",80,"33,669","3,189","18,461",2022
39,Guatemala,Latin America and Caribbean,"62,622","576,466","62,965",72,"89,476","23,985","19,561",2022
109,Guinea,Sub-Saharan Africa,"48,905","383,884","42,911",64,"45,107","45,685","19,699",2022
55,Honduras,Latin America and Caribbean,"60,221","502,979","6,705",73,"78,665","43,168","13,034",2022
81,Hong Kong,East Asia,"54,248","885,912","72,298",85,"54,097","31,356","65,224",2022
51,Hungary,Central and Eastern Europe,"60,859","791,093","93,384",76,"65,489","16,603","10,886",2022
3,Iceland,Western Europe,"75,575","876,134",1,80,"97,048","57,619","32,583",2022
136,India,South Asia,"37,771","528,205","28,451",70,"87,446","42,292","21,014",2022
87,Indonesia,Southeast Asia,"52,396","625,498","66,891",72,"83,815",1,"8,059",2022
110,Iran,Middle East and North Africa,"48,879","638,063","56,114",76,"38,018","51,501","2,495",2022
107,Iraq,Middle East and North Africa,"49,409","583,318","51,697",73,"44,382","31,357","7,829",2022
13,Ireland,Western Europe,"70,408","963,627","88,309",80,"84,692","40,537","69,472",2022
9,Israel,Middle East and North Africa,"73,638","826,439","92,506",81,"76,704","3,309","24,303",2022
31,Italy,Western Europe,"64,667","830,189","79,682",80,"5,574","18,239","10,098",2022
88,Ivory Coast,Sub-Saharan Africa,"52,346","495,177","33,518",66,"60,954","31,823","2,108",2022
63,Jamaica,Latin America and Caribbean,"58,496","586,501","79,157",76,"76,602","17,028","8,977",2022
54,Japan,East Asia,"60,389","83,032","82,532",82,"72,502","1,532","37,182",2022
134,Jordan,Middle East and North Africa,"41,521","599,044","54,861",77,"64,298","12,369","34,136",2022
40,Kazakhstan,Commonwealth of Independent States,"62,341","754,949","92,443",75,"78,852","28,593","26,778",2022
119,Kenya,Sub-Saharan Africa,"4,543","466,892","45,842",68,"59,452","68,762","13,999",2022
32,Kosovo,Central and Eastern Europe,"64,551","616,511","71,924",73,"80,922","66,076","5,966",2022
50,Kuwait,Middle East and North Africa,"61,061","861,713","74,496",79,"83,419","18,583","24,989",2022
64,Kyrgyzstan,Commonwealth of Independent States,"58,285","483,649","84,056",75,"93,652","44,485","4,223",2022
95,Laos,East Asia,"51,403","560,693","49,568",71,"9,176","42,001","31,355",2022
42,Latvia,Western Europe,"61,804","783,741","92,495",75,"67,845","16,089","1,542",2022
145,Lebanon,Middle East and North Africa,"29,553","630,068","3,773",75,"13,891","17,565","5,753",2022
141,Lesotho,Sub-Saharan Africa,"35,118","379,591","64,243",56,"56,585","16,256","3,136",2022
97,Liberia,Sub-Saharan Africa,"51,215","287,687","50,761",65,"54,778","38,012","13,557",2022
86,Libya,Middle East and North Africa,"53,302","667,955","71,413",74,"64,394","22,644","30,577",2022
